playerid,name,team,age,pa,hr,sb,avg,obp,slg,ops,bb,so,iso,bb_percent,k_percent,xwoba,xba,woba,ev,barrel_batted_rate,hard_hit_percent,wrc_plus
596019,Francisco Lindor,,31,732,31,31,0.267,0.346,0.466,0.812,65,131,0.199,0.0888,0.179,0.345,0.26,0.35,90.5,8.8,44.4,130.2
646240,Rafael Devers,,28,729,35,1,0.252,0.372,0.479,0.851,112,192,0.227,0.1536,0.2634,0.367,0.244,0.365,93.5,16,56.1,141.6
660271,Shohei Ohtani,,30,727,55,20,0.282,0.392,0.622,1.014,109,187,0.34,0.1499,0.2572,0.425,0.274,0.418,94.9,23.5,58.7,181.7
621566,Matt Olson,,31,724,29,1,0.272,0.366,0.484,0.85,91,176,0.212,0.1257,0.2431,0.36,0.249,0.366,93.3,14.3,53.3,142.3
656941,Kyle Schwarber,,32,724,56,10,0.24,0.365,0.563,0.928,108,197,0.323,0.1492,0.2721,0.403,0.251,0.391,94.3,20.8,59.6,161.2
672695,Geraldo Perdomo,,25,720,20,27,0.29,0.389,0.462,0.851,94,83,0.172,0.1306,0.1153,0.356,0.278,0.37,87.6,6.2,31.9,145.4
665742,Juan Soto,,26,715,43,38,0.263,0.396,0.525,0.921,127,137,0.262,0.1776,0.1916,0.429,0.288,0.39,93.8,18.1,55.3,160.5
677594,Julio Rodríguez,,24,710,32,30,0.267,0.324,0.474,0.798,44,152,0.207,0.062,0.2141,0.348,0.274,0.341,91.8,9.8,48,123.4
624413,Pete Alonso,,30,709,38,1,0.272,0.347,0.524,0.871,61,162,0.252,0.086,0.2285,0.386,0.274,0.368,93.5,18.9,54.4,143.9
668227,Randy Arozarena,,30,709,27,31,0.238,0.334,0.426,0.76,64,191,0.188,0.0903,0.2694,0.327,0.227,0.332,91.3,11.5,50.6,116.6
663728,Cal Raleigh,,28,705,60,14,0.247,0.359,0.589,0.948,97,188,0.342,0.1376,0.2667,0.371,0.231,0.392,91.3,19.5,49.6,162.0
682829,Elly De La Cruz,,23,699,22,37,0.264,0.336,0.44,0.776,67,181,0.176,0.0959,0.2589,0.322,0.251,0.333,91,10.2,44.2,117.4
667670,Brent Rooker,,30,699,30,6,0.262,0.335,0.479,0.814,65,155,0.217,0.093,0.2217,0.351,0.261,0.349,90.7,13.7,44.8,129.5
680776,Jarren Duran,,28,696,16,24,0.256,0.332,0.442,0.774,60,169,0.186,0.0862,0.2428,0.326,0.248,0.335,91.8,9.7,46.8,118.9
671218,Heliot Ramos,,25,695,21,6,0.256,0.328,0.4,0.728,52,158,0.144,0.0748,0.2273,0.32,0.242,0.319,91.8,8.8,47.4,106.8
680757,Steven Kwan,,27,693,11,21,0.272,0.33,0.374,0.704,55,60,0.102,0.0794,0.0866,0.31,0.273,0.31,86.2,1.9,19.3,100.0
665487,Fernando Tatis Jr.,,26,691,25,32,0.268,0.368,0.446,0.814,89,129,0.178,0.1288,0.1867,0.37,0.272,0.353,93.3,10.9,51.8,132.5
695578,James Wood,,22,689,31,15,0.256,0.35,0.475,0.825,85,221,0.219,0.1234,0.3208,0.361,0.259,0.353,94.3,16.3,56.3,132.5
677951,Bobby Witt Jr.,,25,687,23,38,0.295,0.351,0.501,0.852,49,125,0.206,0.0713,0.182,0.365,0.285,0.36,93.3,12.5,48.5,137.8
642715,Willy Adames,,29,686,30,12,0.225,0.318,0.421,0.739,80,179,0.196,0.1166,0.2609,0.327,0.224,0.321,88.9,12.6,42.8,108.3
670770,TJ Friedl,,29,685,14,12,0.261,0.364,0.378,0.742,81,115,0.117,0.1182,0.1679,0.303,0.231,0.333,87.1,2.7,32.1,117.4
686469,Vinnie Pasquantino,,27,682,32,1,0.264,0.323,0.475,0.798,49,107,0.211,0.0718,0.1569,0.334,0.259,0.34,90.9,10.8,44.7,122.7
665489,Vladimir Guerrero Jr.,,26,680,23,6,0.292,0.381,0.467,0.848,81,94,0.175,0.1191,0.1382,0.384,0.3,0.366,92,12.2,50.7,142.3
592450,Aaron Judge,,33,679,53,12,0.331,0.457,0.688,1.145,124,160,0.357,0.1826,0.2356,0.46,0.3,0.463,95.4,24.7,58.2,215.7
592518,Manny Machado,,32,678,27,14,0.275,0.335,0.46,0.795,55,131,0.185,0.0811,0.1932,0.355,0.271,0.341,92.9,12.9,51.5,123.4
650333,Luis Arraez,,28,675,8,11,0.292,0.327,0.392,0.719,34,21,0.1,0.0504,0.0311,0.303,0.287,0.313,86.1,1.1,16.7,102.3
608070,José Ramírez,,32,673,30,44,0.283,0.36,0.503,0.863,66,74,0.22,0.0981,0.11,0.342,0.284,0.359,88.9,7,37,137.1
645277,Ozzie Albies,,28,667,16,14,0.24,0.306,0.365,0.671,55,94,0.125,0.0825,0.1409,0.299,0.243,0.295,87.5,4.9,30.7,88.7
672580,Maikel Garcia,,25,666,16,23,0.286,0.351,0.449,0.8,62,84,0.163,0.0931,0.1261,0.335,0.276,0.347,91.3,5.6,45.1,128.0
605141,Mookie Betts,,32,663,20,8,0.258,0.326,0.406,0.732,61,68,0.148,0.092,0.1026,0.33,0.267,0.318,89.1,5.5,35.8,106.0
664023,Ian Happ,,30,663,23,6,0.243,0.342,0.42,0.762,87,151,0.177,0.1312,0.2278,0.354,0.256,0.333,90,10.4,44.4,117.4
621493,Taylor Ward,,31,663,36,4,0.228,0.317,0.475,0.792,75,175,0.247,0.1131,0.264,0.333,0.231,0.339,90.1,13.7,42.7,121.9
661388,William Contreras,,27,659,17,6,0.26,0.355,0.399,0.754,84,120,0.139,0.1275,0.1821,0.331,0.253,0.332,91.1,6.4,48.5,116.6
668930,Brice Turang,,25,659,18,24,0.288,0.359,0.435,0.794,66,150,0.147,0.1002,0.2276,0.335,0.262,0.346,91.1,7.9,47.4,127.2
553993,Eugenio Suárez,,33,657,49,4,0.228,0.298,0.526,0.824,46,196,0.298,0.07,0.2983,0.32,0.211,0.347,90.2,14.3,47.6,128.0
641355,Cody Bellinger,,29,656,29,13,0.272,0.334,0.48,0.814,57,90,0.208,0.0869,0.1372,0.327,0.254,0.347,88.3,7.5,37.9,128.0
682985,Riley Greene,,24,655,36,2,0.258,0.313,0.493,0.806,46,201,0.235,0.0702,0.3069,0.335,0.239,0.343,89.9,17.1,45.5,125.0
514888,Jose Altuve,,35,654,26,10,0.265,0.329,0.442,0.771,55,109,0.177,0.0841,0.1667,0.3,0.237,0.331,85.1,6.2,30.9,115.9
641487,J.P. Crawford,,30,654,12,8,0.265,0.352,0.37,0.722,74,122,0.105,0.1131,0.1865,0.329,0.266,0.322,87.2,4.8,34.7,109.1
668804,Bryan Reynolds,,30,654,16,3,0.245,0.318,0.402,0.72,57,173,0.157,0.0872,0.2645,0.338,0.259,0.315,91.2,10.1,46,103.8
596115,Trevor Story,,32,654,25,31,0.263,0.308,0.433,0.741,33,176,0.17,0.0505,0.2691,0.311,0.249,0.32,91.4,9.8,47,107.6
691406,Junior Caminero,,21,653,45,7,0.264,0.311,0.535,0.846,41,125,0.271,0.0628,0.1914,0.346,0.255,0.357,92.4,14,51.4,135.5
607043,Brandon Nimmo,,32,652,25,13,0.262,0.324,0.436,0.76,50,141,0.174,0.0767,0.2163,0.321,0.252,0.329,91.9,8.8,50.2,114.4
650490,Yandy Díaz,,33,651,25,3,0.3,0.366,0.482,0.848,57,92,0.182,0.0876,0.1413,0.353,0.285,0.364,93,8.3,52.5,140.8
683002,Gunnar Henderson,,24,651,17,30,0.274,0.349,0.438,0.787,62,137,0.164,0.0952,0.2104,0.341,0.276,0.339,92.1,8.5,49.2,121.9
673548,Seiya Suzuki,,30,651,32,5,0.245,0.326,0.478,0.804,71,164,0.233,0.1091,0.2519,0.352,0.247,0.343,91.3,16.6,48.7,125.0
663538,Nico Hoerner,,28,649,7,29,0.297,0.345,0.394,0.739,39,49,0.097,0.0601,0.0755,0.322,0.292,0.324,86.7,2.3,30.3,110.6
702616,Jackson Holliday,,21,649,17,17,0.242,0.314,0.375,0.689,56,140,0.133,0.0863,0.2157,0.314,0.241,0.304,88.8,7.8,40.8,95.5
679529,Spencer Torkelson,,25,649,31,2,0.24,0.333,0.456,0.789,72,169,0.216,0.1109,0.2604,0.334,0.226,0.339,90.2,13.5,45.1,121.9
691718,Pete Crow-Armstrong,,23,647,31,35,0.247,0.287,0.481,0.768,29,155,0.234,0.0448,0.2396,0.321,0.242,0.323,89.5,13,41.6,109.8
621020,Dansby Swanson,,31,645,24,20,0.244,0.3,0.417,0.717,47,168,0.173,0.0729,0.2605,0.345,0.267,0.31,90.5,11.7,47.8,100.0
592885,Christian Yelich,,33,644,29,16,0.264,0.343,0.452,0.795,64,167,0.188,0.0994,0.2593,0.33,0.245,0.343,90.2,10.3,46.4,125.0
682998,Corbin Carroll,,24,642,31,32,0.259,0.343,0.541,0.884,67,153,0.282,0.1044,0.2383,0.372,0.262,0.371,92.1,14.5,49.9,146.1
671739,Michael Harris II,,24,641,20,20,0.249,0.268,0.409,0.677,16,128,0.16,0.025,0.1997,0.315,0.268,0.289,90.2,9.1,43.4,84.1
521692,Salvador Perez,,35,641,30,0,0.236,0.284,0.446,0.73,28,125,0.21,0.0437,0.195,0.357,0.269,0.311,90,14.8,46.7,100.8
572233,Christian Walker,,34,640,27,2,0.238,0.297,0.421,0.718,40,177,0.183,0.0625,0.2766,0.314,0.233,0.31,90.9,12.9,46.1,100.0
607208,Trea Turner,,32,639,15,36,0.304,0.355,0.457,0.812,43,107,0.153,0.0673,0.1674,0.321,0.27,0.352,89.3,5.8,42.1,131.8
682928,CJ Abrams,,24,635,19,31,0.257,0.315,0.433,0.748,37,125,0.176,0.0583,0.1969,0.309,0.245,0.324,88.7,7.6,39.2,110.6
671732,Lawrence Butler,,24,630,21,22,0.234,0.306,0.404,0.71,59,179,0.17,0.0937,0.2841,0.304,0.229,0.31,90.5,9.2,44.4,100.0
666182,Bo Bichette,,27,628,18,4,0.311,0.357,0.483,0.84,40,91,0.172,0.0637,0.1449,0.353,0.295,0.361,91,7.9,48.8,138.6
650402,Gleyber Torres,,28,628,16,4,0.256,0.358,0.387,0.745,85,101,0.131,0.1354,0.1608,0.363,0.269,0.332,90,8.2,39,116.6
518692,Freddie Freeman,,35,627,24,6,0.295,0.367,0.502,0.869,60,128,0.207,0.0957,0.2041,0.35,0.268,0.37,90.9,10.4,45.7,145.4
681624,Andy Pages,,24,624,27,14,0.272,0.313,0.461,0.774,29,135,0.189,0.0465,0.2163,0.316,0.258,0.332,88.6,8.4,37.2,116.6
691016,Tyler Soderstrom,,23,624,25,8,0.276,0.346,0.474,0.82,55,141,0.198,0.0881,0.226,0.341,0.261,0.354,91.6,11.4,49.8,133.3
669364,Xavier Edwards,,25,619,3,27,0.283,0.343,0.353,0.696,49,88,0.07,0.0792,0.1422,0.295,0.262,0.308,86.8,0.8,29.4,98.5
808982,Jung Hoo Lee,,26,617,8,10,0.266,0.327,0.407,0.734,47,71,0.141,0.0762,0.1151,0.321,0.277,0.32,87.1,3.7,32,107.6
663993,Nathaniel Lowe,,29,609,18,1,0.228,0.307,0.381,0.688,62,159,0.153,0.1018,0.2611,0.303,0.229,0.301,89,7,41.5,93.2
647304,Josh Naylor,,28,604,20,30,0.295,0.353,0.462,0.815,48,83,0.167,0.0795,0.1374,0.335,0.271,0.351,89.2,6.7,41.9,131.0
663656,Kyle Tucker,,28,597,22,25,0.266,0.377,0.464,0.841,87,88,0.198,0.1457,0.1474,0.372,0.27,0.363,90.1,10.8,40.4,140.1
683011,Anthony Volpe,,24,596,19,18,0.212,0.272,0.391,0.663,43,150,0.179,0.0721,0.2517,0.301,0.223,0.286,89.3,10.5,41.9,81.9
686217,Sal Frelick,,25,594,12,19,0.288,0.351,0.405,0.756,47,80,0.117,0.0791,0.1347,0.299,0.255,0.332,85.5,3.1,27.4,116.6
672640,Otto Lopez,,26,594,15,15,0.246,0.305,0.368,0.673,44,82,0.122,0.0741,0.138,0.33,0.269,0.295,88.5,7.1,38.3,88.7
683737,Michael Busch,,27,592,34,4,0.261,0.343,0.523,0.866,56,139,0.262,0.0946,0.2348,0.378,0.262,0.369,92.2,17.1,47.3,144.6
542303,Marcell Ozuna,,34,592,21,0,0.232,0.355,0.4,0.755,94,144,0.168,0.1588,0.2432,0.354,0.239,0.334,89.9,11.4,44.6,118.1
592206,Nick Castellanos,,33,589,17,4,0.25,0.294,0.4,0.694,32,133,0.15,0.0543,0.2258,0.302,0.242,0.3,87.8,7.6,34.5,92.4
694192,Jackson Chourio,,21,589,21,21,0.27,0.308,0.463,0.771,30,121,0.193,0.0509,0.2054,0.307,0.247,0.328,89.3,9.7,42.3,113.6
687597,Jordan Beck,,24,588,16,19,0.258,0.317,0.416,0.733,43,174,0.158,0.0731,0.2959,0.301,0.231,0.319,87.4,9.6,38.5,106.8
676391,Ernie Clement,,29,588,9,6,0.277,0.313,0.398,0.711,27,61,0.121,0.0459,0.1037,0.289,0.26,0.308,86.6,2.4,26,98.5
678882,Ceddanne Rafaela,,24,587,16,20,0.249,0.295,0.414,0.709,28,117,0.165,0.0477,0.1993,0.305,0.242,0.307,88.3,9.2,38.7,97.7
641857,Ryan McMahon,,30,586,20,3,0.214,0.312,0.381,0.693,70,189,0.167,0.1195,0.3225,0.322,0.219,0.306,93.3,12.1,50.5,97.0
543807,George Springer,,35,586,32,18,0.309,0.399,0.56,0.959,69,111,0.251,0.1177,0.1894,0.404,0.291,0.408,90,16.1,47.6,174.1
682663,Agustín Ramírez,,23,585,21,16,0.231,0.287,0.413,0.7,36,113,0.182,0.0615,0.1932,0.332,0.259,0.302,90.8,11,47,94.0
621043,Carlos Correa,,30,584,13,0,0.276,0.332,0.402,0.734,45,113,0.126,0.0771,0.1935,0.338,0.28,0.322,90.5,6.8,45.9,109.1
663457,Lars Nootbaar,,27,583,13,4,0.234,0.325,0.361,0.686,64,119,0.127,0.1098,0.2041,0.317,0.231,0.304,91.3,10.2,50,95.5
663757,Trent Grisham,,28,581,34,3,0.235,0.348,0.464,0.812,82,137,0.229,0.1411,0.2358,0.37,0.248,0.353,91.1,14.2,46.4,132.5
547180,Bryce Harper,,32,580,27,12,0.261,0.357,0.487,0.844,70,121,0.226,0.1207,0.2086,0.368,0.268,0.361,91.3,12.3,47.5,138.6
696100,Hunter Goodman,,25,579,31,1,0.278,0.323,0.52,0.843,33,152,0.242,0.057,0.2625,0.324,0.244,0.359,90.8,12.8,46.9,137.1
680574,Matt McLain,,25,577,15,18,0.22,0.3,0.343,0.643,55,167,0.123,0.0953,0.2894,0.29,0.212,0.286,88.8,7.7,40.7,81.9
666176,Jo Adell,,26,573,37,5,0.236,0.293,0.485,0.778,33,151,0.249,0.0576,0.2635,0.365,0.26,0.333,91.7,17.3,50,117.4
694671,Wyatt Langford,,23,573,22,22,0.241,0.344,0.431,0.775,74,151,0.19,0.1291,0.2635,0.346,0.239,0.337,91.4,14,48.4,120.4
663647,Ke'Bryan Hayes,,28,570,5,12,0.235,0.29,0.306,0.596,36,111,0.071,0.0632,0.1947,0.282,0.238,0.266,89.3,4.5,42.5,66.7
678246,Miguel Vargas,,25,569,16,6,0.234,0.316,0.401,0.717,56,100,0.167,0.0984,0.1757,0.319,0.237,0.314,89.7,9.3,40.5,103.0
668715,Spencer Steer,,27,568,21,7,0.238,0.312,0.411,0.723,51,129,0.173,0.0898,0.2271,0.293,0.219,0.316,87.3,7.6,33.2,104.5
673237,Yainer Diaz,,26,567,20,1,0.256,0.284,0.417,0.701,20,95,0.161,0.0353,0.1675,0.326,0.268,0.3,89.9,9.6,42.2,92.4
663697,Jonathan India,,28,567,9,0,0.233,0.323,0.346,0.669,54,106,0.113,0.0952,0.1869,0.315,0.238,0.301,87.9,5.8,36.8,93.2
663616,Trevor Larnach,,28,567,17,4,0.25,0.323,0.404,0.727,53,122,0.154,0.0935,0.2152,0.315,0.247,0.317,90.9,7.2,45.7,105.3
694384,Nolan Schanuel,,23,564,12,5,0.264,0.353,0.389,0.742,59,71,0.125,0.1046,0.1259,0.327,0.262,0.327,87.5,4.5,29,112.9
575929,Willson Contreras,,33,563,20,5,0.257,0.344,0.447,0.791,44,142,0.19,0.0782,0.2522,0.358,0.257,0.344,90.6,13.9,49,125.7
669701,Josh Smith,,27,563,10,12,0.251,0.335,0.366,0.701,55,100,0.115,0.0977,0.1776,0.31,0.247,0.311,87.2,5,31.1,100.8
681082,Bryson Stott,,27,560,13,24,0.257,0.328,0.391,0.719,54,91,0.134,0.0964,0.1625,0.313,0.247,0.315,87.6,5.1,29.5,103.8
573262,Mike Yastrzemski,,34,558,17,7,0.233,0.333,0.403,0.736,72,108,0.17,0.129,0.1935,0.329,0.237,0.321,90.8,8.5,42.6,108.3
606466,Ketel Marte,,31,556,28,4,0.283,0.376,0.517,0.893,64,83,0.234,0.1151,0.1493,0.39,0.285,0.381,90.8,13.5,47,153.7
545361,Mike Trout,,33,556,26,2,0.232,0.359,0.439,0.798,87,178,0.207,0.1565,0.3201,0.358,0.236,0.343,90.9,15.8,49.3,125.0
687263,Zach Neto,,24,554,26,26,0.257,0.319,0.474,0.793,33,149,0.217,0.0596,0.269,0.344,0.251,0.337,91,14,46.6,120.4
664040,Brandon Lowe,,30,553,31,3,0.256,0.307,0.477,0.784,38,149,0.221,0.0687,0.2694,0.335,0.253,0.334,91.1,12.9,46.6,118.1
593428,Xander Bogaerts,,32,552,11,20,0.263,0.328,0.391,0.719,48,94,0.128,0.087,0.1703,0.327,0.267,0.313,89,6.9,39.2,102.3
457705,Andrew McCutchen,,38,551,13,1,0.239,0.333,0.367,0.7,67,118,0.128,0.1216,0.2142,0.333,0.258,0.309,89.5,8.3,42.5,99.2
592663,J.T. Realmuto,,34,550,12,8,0.257,0.315,0.384,0.699,35,129,0.127,0.0636,0.2345,0.316,0.253,0.307,90,8.8,45.5,97.7
666969,Adolis García,,32,547,19,13,0.227,0.271,0.394,0.665,28,135,0.167,0.0512,0.2468,0.304,0.232,0.286,92.1,11.6,46.7,81.9
676475,Alec Burleson,,26,546,18,5,0.29,0.343,0.459,0.802,39,79,0.169,0.0714,0.1447,0.345,0.272,0.346,91,9.5,43,127.2
666971,Lourdes Gurriel Jr.,,31,546,19,10,0.248,0.295,0.418,0.713,31,76,0.17,0.0568,0.1392,0.315,0.256,0.307,87.8,7.2,38.3,97.7
606192,Teoscar Hernández,,32,546,25,5,0.247,0.284,0.454,0.738,26,134,0.207,0.0476,0.2454,0.323,0.25,0.315,90.2,11.5,46.1,103.8
657757,Gavin Sheets,,29,545,19,2,0.252,0.317,0.429,0.746,44,107,0.177,0.0807,0.1963,0.34,0.263,0.323,89.9,9.5,46.5,109.8
665833,Oneil Cruz,,26,544,20,38,0.2,0.298,0.378,0.676,64,174,0.178,0.1176,0.3199,0.324,0.218,0.295,95.8,17.9,56.6,88.7
656811,Ryan O'Hearn,,31,544,17,3,0.281,0.366,0.437,0.803,58,109,0.156,0.1066,0.2004,0.343,0.269,0.349,89.4,7.6,42.5,129.5
672820,Lenyn Sosa,,25,544,22,2,0.264,0.293,0.434,0.727,18,127,0.17,0.0331,0.2335,0.326,0.263,0.313,90.7,10.4,43.8,102.3
665161,Jeremy Peña,,27,543,17,20,0.304,0.363,0.477,0.84,35,93,0.173,0.0645,0.1713,0.334,0.27,0.363,88.9,8.2,42.9,140.1
621439,Byron Buxton,,31,542,35,24,0.264,0.327,0.551,0.878,41,148,0.287,0.0756,0.2731,0.35,0.249,0.367,92.5,17.6,53.8,143.1
650859,Luis Rengifo,,28,541,9,10,0.238,0.287,0.335,0.622,33,104,0.097,0.061,0.1922,0.302,0.26,0.275,87.1,5,32.7,73.5
686668,Brenton Doyle,,27,538,15,18,0.233,0.274,0.376,0.65,30,138,0.143,0.0558,0.2565,0.3,0.239,0.282,89.9,10.8,44.6,78.8
691026,Masyn Winn,,23,537,9,9,0.253,0.31,0.363,0.673,34,102,0.11,0.0633,0.1899,0.286,0.24,0.297,88.3,4.8,34.6,90.2
656305,Matt Chapman,,32,535,21,9,0.231,0.34,0.43,0.77,71,126,0.199,0.1327,0.2355,0.34,0.243,0.336,92.2,9.9,47.6,119.7
502671,Paul Goldschmidt,,37,534,10,5,0.274,0.328,0.403,0.731,36,100,0.129,0.0674,0.1873,0.329,0.266,0.316,90.4,7.9,43.7,104.5
543760,Marcus Semien,,34,534,15,11,0.23,0.305,0.364,0.669,50,93,0.134,0.0936,0.1742,0.318,0.243,0.295,88.3,6.7,35,88.7
